회사명,키워드
코리아인,"부가세신고, 전표입력, 전산회계, 교환·반품, 접수·예약, 전화상담, 고객지원, 단순안내, ERP운용, 재무회계, 더존, 계산서발행, 자금관리, 고객관리, 거래처관리, 가맹점관리, 장비영업, 거래선개발관리, 수행기사, 승용기사, 운전기사, 전화상담, 고객지원, 단순안내, 온라인상담, 채팅상담, 접수·예약, 전화상담, 고객지원, 단순안내, 전화상담, 게시판관리, 교환·반품, 배송상담, 전화상담, 고객지원, 중식, 중식, 양식, 양식, 일식, 문서관리, 문서작성, 전산입력, 서무, 행정, 해피콜, 콜통계분석, 접수·예약, 전화상담, 고객지원"
코리아인에이치알,"수행기사, 사택기사, 수행비서, 승용기사, 운전기사, 건설안전, 시공관리, 안전평가, 소방·방재, 산업안전"
코리아정보보안아이티아카데미,"PCB, 생산관리, 검증, LCD, 반도체, 학원운영, e러닝, 교육상담, 입시학원, 회원모집상담"
코리아트래블,"여행사무, 여행상품기획, 여행사"
코리아티엠,"고객지원, 아웃소싱, 인사기획"
코리아푸드,"전자통신, 소방, 통신, 건축, 전기"
코리아휴먼리스오스시스템,"지게차운전, 아웃소싱"
코린인터내셔널,"기업홍보, 프로모션, 오프라인마케팅, 교육기획, 기업홍보"
코모텍,"발전기, 납품, 메카트로닉스, 상품입출고, 기계설계"
코바위너스클럽,"솔루션영업, 영업기획, 가맹점관리"
코보이엔지,"시공관리, 건축시공, 시공관리, 건축, 건축시공"
코비마운틴,"고객관리, 방송제작, 제약영업, 고객경험관리, 옥외광고, 인서트, 브랜드기획, 방송기획, 프로모션, SNS마케팅"
코세아항공승무원학원,식품가공
코스나인,"화장품, 자료조사, 문서작성, 경영기획, 소프트웨어개발, 화장품, 화장품, 화장품, 국내영업"
코스닥 상장 강소기업,"관리회계, 경영관리, 사업기획, 결산, 재무기획"
코스라인터내셔날,"판매, 프로모션, 할인점, 홈쇼핑, 유통, 판매, 납품영업, 할인점, 유통영업, 홈쇼핑"
코스메틱 가온(COSMETIC GAON),"화장품, 광고기획"
코스본,"화장품, 복리후생, 대기환경, 환경기능사, 수질환경"
코스타쉬핑,"포워딩, 물류"
코스탯아이앤씨,"품질보증, 반도체"
코스트코코리아,"마트, 고객안내, 판매관리, 진열관리, 캐셔"
코스플랜,"화장품, 상품기획"
코아스,"생산관리, 유지보수, 사무용가구, 가구, 절곡"
코아시아,"펌웨어, 반도체, 디스플레이, 시스템설계, 임베디드"
코아코리아,"해피콜, 카페·블로그관리, 게시판관리, 고객지원, 온라인상담"
코아티엠에스,"급여관리, 원격상담, 자료조사, 전화상담, 사이트관리, 창고관리, 물류센터, 납품, 납품, 배차, 4일근무2일휴무, 검사, 3조2교대, 생산관리, LCD"
코압섹,"주차정산, 공동주택관리, 주차관리, 프런트, 발레파킹"
코어시비티,"아웃소싱, 파견관리, 아웃소싱"
코어프로세스,"테스터, SI, 검증"
코엠테크,"재고관리, 전자, 자재관리, SMT"
코오롱엘에스아이,"경비, 시설관리, 청소·미화, 경비, 경호"
코웍커피(COWORK COFFE,"일식당, 일식"
코웨이,"렌터카, 렌탈영업, 전화상담, 국내영업, 수술실보조, 치과, 진료보조, 상담실장, 치위생사"
코웨이달구벌대리점,"렌탈, 렌탈영업, 국내영업"
코츠모,"식품, 일식당, 점포개발, 호프, 양식"
코치순,"유치원, 영어, 유아교육, 학습지교사, 교사, 과외교사"
코코,"화장품, 화장품영업, 국내영업"
코코로 플레이스,"쇼호스트, VMD, 상품기획, 의류매장, 매니저"
코코볼라이트,"절단, 설비, 기계조작, 제관, 절곡"
코코지,빅데이터
코텍,"캐드원, 자동화설비, 메카트로닉스, 기계설계, 플랜트"
코헬렛커뮤니케이션,배송기사
콘센트릭스서비스코리아,"인터넷방송, 인터넷영화, 시나리오작가, 구성작가"
콘텐츠랩블루,"2D디자인, 3D디자인, 3D매핑, 3D모델링, 게임디자인"
콘하스 한남점,"제과제빵점, 베이커리, 제빵사, 파티쉐"
콜론디,"안드로이드, IMC, 영상제작, SNS마케팅, 모바일App"
콤텍시스템,"유지보수, 네트워크관리"
콤파스이앤씨,소방·방재
쿠기,"기계, 기계설계"
쿠우쿠우 블루레일 건대직영점,"일식당, 서빙, 일식"
쿠우쿠우 송파 하비오점,"중식, 중식당, 뷔페, 중식, 양식, 뷔페, 고객안내, 중식, 서빙, 매출관리"
쿠치나후,"양식, 카운터, 양식당, 서빙"
쿠쿠전자,"A·S수리, 고객안내, A·S센터, 진열관리, 고객응대"
쿠쿠홈시스,"렌탈, 전산입력, 문서작성, A·S수리, 기술지원, 필터교체, 경기도 정수기, 설치"
쿠킹라이브러리,"중식, 양식, 일식당, 조리사, 일식"
쿠팡풀필먼트서비스,"물류센터, 물류관리, 재고관리, 물류센터, 상품입출고"
쿠팡풀필먼트서비스 유한회사,"물류센터, 상품입출고, 창고관리, 물류관리, 재고관리, 복리후생, 조직문화, 면접·채용, 인재관리, 급여관리, 물류센터, 상품입출고, 창고관리, 입출고관리, 물류관리, 물류센터, 전기설비, 유지보수, 전기설비"
쿠팡풀필먼트서비스/부천1센터,"물류센터, 입출고관리, 물류관리, 자료조사, 행정"
쿡앱스(CookApps),"2D디자인, 3D디자인, 게임디자인, 캐릭터, 2D온라인게임, 3D온라인게임, 게임개발, 게임소프트웨어, 무선게임, 2D디자인, 3D디자인, 3D매핑, 3D모델링, 게임디자인"
쿨맨뱅크,"설비, 아웃소싱, PLC"
퀀텀모빌리티,"자동차부품, 자동차정비, 자동차튜닝"
퀄리에듀컨설팅,"교육기획, 교육진행, 교육행정, 교육콘텐츠개발"
퀄슨,"교육기획, 모바일App, 모바일, 교육콘텐츠개발"
큐라티스,제약·바이오R&D
큐로홀딩스,"전단지디자인, 유통, 디지털디자인, POP, 현수막디자인, 브랜딩, 시장분석, 언론홍보, 기업홍보, 이벤트기획"
큐브릭디지털,"GUI, 웹표준·웹접근성, GUI, 솔루션, 반응형웹"
큐브플레이어,"전산입력, 홍보대행, 문서관리, 문서작성, 문서작성"
큐비트시큐리티,"백신프로그램, 네트워크보안, 해킹, IDS, 보안소프트웨어"
큐아이티,"펌웨어, 펌웨어"
큐알피테크,"상품입출고, 조선, 재고관리, 구매계약, 자재구매, 금융, 결산, 회계감사, ERP운용, 회계감사"
큐티즈(Qtizz),"2D디자인, 라이센싱, 모션그래픽, 애니메이션, 브랜딩"
크라우드웍스,"키워드광고, 온라인영업, 바이럴마케팅, 온라인광고, 키워드광고"
크래프톤,"크리에이티브 컨셉/기획/제작, 콘텐츠 제작 디렉팅, 프로듀싱, SNS마케팅, 대행사 운영, 대행사 선정, 피칭 능력, 리포트 작성, PM, 프로젝트 개발 진행/관리, 일정관리, 채널 세팅, 인사이트 도출, 운영 협업, 전략기획, 시장분석, 2D디자인, 3D디자인, 3D매핑, 3D모델링, 게임디자인, 베타테스터, 개선 방안 도출, PM, 지표 분석, 프로덕트 매니징, 2D온라인게임, 3D온라인게임, 게임개발, 게임소프트웨어, 게임운영관리, 2D디자인, 3D디자인, 게임디자인, 캐릭터, 2D온라인게임, 3D온라인게임, 게임개발, 게임소프트웨어, 무선게임"
크레버스,"교육상담, 입시학원, 교육기획, 교수설계, 진학 컨설턴트"
크레버스에프일산 에이프릴어학원,"학원강사, 어학원, 영어학원, 영어"
크레아시스,"SM, PL, 시스템분석, PM, SI"
크레이버코퍼레이션,시장조사
크로커스,"펌웨어, 펌웨어, 소프트웨어개발, 기술지원"
크리스부동산중개,"공인중개사, 부동산중개, 부동산컨설팅, 부동산컨설팅"
크리스탈제이드코리아,"중식, 중식당, 중식, 양식, 양식, 중식당, 중식, 중식, 일식, 양식"
크리스티앙,"전산입력, 패션, 비품관리, 코디네이터, 문서관리"
크리앤서,"키워드광고, 광고기획, 바이럴마케팅, 온라인광고, SNS마케팅, 광고기획, 온라인광고, 시장조사, 광고제작"
크린센스,"사이트관리, 거래처관리, 문서관리, 생활용품, 소비재"
클라모스,"BigData, 솔루션, SI, ERP, 소프트웨어개발"
클라우즈랩,"BI, SI, ERP, ISP, DW모델러"
클라이어학원,"입시학원, 어학원, 영어학원, 영어, 파트강사"
클래식컴퍼니,"리테일MD, 쇼핑몰, 쇼핑몰, MD, 촬영보조"
클랩피자 청담점,"패스트푸드, 메뉴개발, 피자점, 양식, 메뉴개발"
클로버ABA발달센터,"사회복지, 특수학교"
클로버미래인재교육,"학원강사, 입시학원, 보습학원"
클로잇,"관리회계, SM, 경영관리, 솔루션, SI"
클로즈랭스,"콘텐츠마케팅, SNS마케팅, 콘텐츠기획, 바이럴마케팅, 디지털마케팅"
클루커스,데이터관리
클루커스 부산캠퍼스,"빅데이터, 데이터관리, 데이터레이크, DBMS, 데이터시각화"
클리어 서울안과의원,"전화상담, 안과"
클릭불,"광고기획, 광고대행, 광고디자인, 광고제작, 온라인광고"
클립서비스,"시장조사, 데이터분석, 앱기획, UI·UX기획, 공연기획"
키네스,교정
키다리스튜디오,국내영업
키스템프,"영상디자인, 다빈치리졸브, 배너인터넷광고, 색보정, TV동영상광고, 폰트디자인, CG, 영상디자인, 종합유선방송, 멀티미디어, 주방보조, 조리사, 판매, 매장직, 식, 폰트디자인, CG, 영상디자인, 케이블방송, 멀티미디어, 대리점관리, 베이커리, 조리사, 호프, 도시락"
키스템프그룹,"입찰, 거래처관리, 헤드헌팅, 영업기획, 영업전략, 게시판관리, 고객지원, 접수·예약, 이메일상담, 채팅상담, 해피콜, 접수·예약, 게시판관리, 고객지원, 전화상담, 판매영업, 교환·반품, 화장품판매, 접수·예약, 단순안내"
키스톤교육,영어학원
키예노,"실내건축, 인테리어"
키우미한의원(목동),"한방병의원, 한의원, 원무"
키즈닥터코리아,학원강사
키즈돌핀아카데미,"스포츠센터, 수영장, 수영강사, 어린이수영, 수영"
키즈스윔 / 율량점,"수영장, 운전기사"
키즈스피치마루지학원,"교사, 보습학원, 일반학원, 한국어"
키즈엠,"거래처관리, 판매, 유통, 재고관리, 유통관리"
키즈엠교육,"상품입출고, 금형, 재고관리, 자동화설비, 기계조립, 어린이집, 어린이집, 유치원"
키즈웨일수영장,"A·S수리, 네트웍구축, 설치, 통신, 유지보수"
키즈페이,"예체능, 유아원교사, 유치원교사, 어린이집, 어린이집"
키츠 스키야키,고객관리
키플랜트엔지니어링,"건축설계, 캐드원, 3D설계"
킨코스코리아,"서치펌, 헤드헌팅, 서치펌, 헤드헌팅, 인쇄·출력, 고객응대, 제본"
킴스,"제약, 의료기기, 약사, Medical Writer, 제약영업, 서버관리, 인터페이스, 반응형웹, HTTP"
킴스드림,"급여관리, 더존, 부가세신고, 전표입력, 계산서발행"
킴스브라더스,프랜차이즈
킴스패밀리,프랜차이즈
킹미디어,"애니메이션, 플래쉬애니메이션"
타라티피에스 그래픽스사업부문,"물류센터, 입출고관리, 배송, 납품기사, 물류, 전략기획, 서비스기획, 제안·컨설팅, 데이터분석, 앱기획"
타사키코리아,"불가리, 티파니, 판매, 판매영업, 의류판매"
타이거로지스틱스,"항공운송, 항공무역, 물류관리, 해상무역, 수출입관리"
타이코에이엠피,"제품개발, 자동차부품"
타임컴즈,"jsp, 프레임워크, Java, 소프트웨어개발"
탐앤탐스,"프랜차이즈, 커피숍"
탐코리아,바이럴마케팅
탑사이언스과학학원,"기업홍보, 영상제작, 브랜딩, 제휴마케팅, 컨텐츠"
탑스칼프 수원점,"모발·두피관리, 피부관리, 마사지, 헤어샵, 메이크업"
탑스탠다드,"사업기획, 전략기획, 경영기획"
탑앤지니어링,"견적, 건축설계, 견적, CAD, 건축설계"
탑컴퓨터전산회계학원,"학원강사, 디자인학원, 기업회계, IT학원, 실기교사"
태강아이온,"B2C, 전자상거래, 리테일MD, 상품기획, 쇼핑몰"
태건바스,"led거울, 욕실장, 생산, 가구, 제조"
태건산업개발,"부가세신고, 재무회계, 더존, 부동산운용, 자금관리"
태경산업홍천강(춘천)휴게소,"판매원, 판매관리"
태경전자,"A·S수리, 기술지원, CCTV, 설치, 정보통신"
태경지앤에스,"전장, 조립, 품질보증, 검증, FPCB"
태광에스티엠,"공동주택관리, 관리소장, 시설관리"
태남생활건강,패키지디자인
태산인디고,"품질보증, 제본, 인쇄, 출력, 복사"
태선인터내셔널,"포워딩, 포워딩"
태성전장,"기구설계, 자동차부품, 전기설계, 자동차"
태양화재특종손해사정,"손해사정, 화재보험"
태영한우,쇼핑몰
태웅,"제강, 연구, 연구기획, 제강, 금속"
태웅메디칼,"조립, 바이오, 생산관리, 의약, 제약, 의료기기영업, 병원영업, 해외마케팅, 대학병원, 기술영업"
태원운수,"육상운송, 운송, 운전기사"
태원정밀,"선박, 기계조작"
태원테크,"자동차부품, 생산관리, 품질보증, 검증, 품질보증"
태인투자그룹,콜센터
태인회계법인,세무기장
태일테크,"자동차부품, 원가, 견적원가, 제품원가, 원가관리, 품질보증, 검증, 자동차부품, ISO"
태정종합건설,건설
태진애드컴,"편집, 편집디자인, 인쇄, 출판, 출판기획"
태창바이오,"부가세신고, 더존, 계산서발행, 자금관리, 결산"
태한테크,"캐드원, 자동화설비"
태향,"수출입관리, 건강식품, 통관, 포워딩, 식품가공"
태현메디칼,"거래처관리, 의료기기영업, 의료기기, 국내영업"
태현엔지니어링,"데이터관리, 시스템운영, 서버관리"
태화산기,기계
택스스퀘어,"세무컨설팅, 세무회계사무소, 세무법인"
택시엔터테인먼트,"엔터테인먼트사, 모델에이전시"
택한종합관리,"양식, 파티쉐, 양식당"
테나아이,"GUI, 인터페이스, 반응형웹"
테라스룸,"바텐더, 와인바, 음식료, 양식당"
테라시스디앤씨,"제품개발, 기계"
테라우드,"쇼핑몰관리, 남성의류, 교환·반품, 택배포장, 게시판관리, 남성의류, 여성의류, 의류, 이너웨어"
테라젠바이오,연구소
테르미 에스테틱 대전둔산점,"모바일앱개발, 거래처관리, 솔루션영업, 솔루션, 시스템영업"
